ID,label,Name company,Freight departure date,Delivery number,Delivery location,Cargo vehicle,Loading point (GPS lat),Loading point (GPS long),Tree species,Assortment,Lumber quantity,Length,Import,Export,National Trade,Certification
454,F1L454,WoodCargo,21-Feb-2024,7960,sawmill Musterstrasse 1 1111 Musterdorf,truck diesel,46.840642,12.941741,spruce,Bloch,0,4,5,no,no,yes,no
455,F1L455,WoodCargo,21-Feb-2024,7960,sawmill Musterstrasse 1 1111 Musterdorf,truck diesel,46.840642,12.941741,spruce,Bloch,0,24,5,no,no,yes,no
456,F1L456,WoodCargo,21-Feb-2024,7960,sawmill Musterstrasse 1 1111 Musterdorf,truck diesel,46.840642,12.941741,spruce,Bloch,0,56,5,no,no,yes,no
457,F1L457,WoodCargo,21-Feb-2024,7960,sawmill Musterstrasse 1 1111 Musterdorf,truck diesel,46.840642,12.941741,larch,Bloch,1,02,5,no,no,yes,no
458,F1L458,WoodCargo,21-Feb-2024,7960,sawmill Musterstrasse 1 1111 Musterdorf,truck diesel,46.840642,12.941741,larch,Bloch,0,5,5,no,no,yes,no
459,F1L459,WoodCargo,21-Feb-2024,2880,sawmill Musterstrasse 1 1111 Musterdorf,truck diesel,46.840642,12.941741,fir,Bloch,0,62,5,no,no,yes,no
460,F1L460,WoodCargo,21-Feb-2024,2880,sawmill Musterstrasse 1 1111 Musterdorf,truck diesel,46.840642,12.941741,larch,Bloch,0,42,5,no,no,yes,no
461,F1L461,WoodCargo,21-Feb-2024,2880,sawmill Musterstrasse 1 1111 Musterdorf,truck diesel,46.840642,12.941741,spruce,Bloch,0,59,5,no,no,yes,no
462,F1L462,WoodCargo,21-Feb-2024,2880,sawmill Musterstrasse 1 1111 Musterdorf,truck diesel,46.840642,12.941741,spruce,Bloch,1,02,5,no,no,yes,no
463,F1L463,WoodCargo,21-Feb-2024,2880,sawmill Musterstrasse 1 1111 Musterdorf,truck diesel,46.840642,12.941741,larch,Wertholz,0,87,7,no,no,yes,no
464,F1L464,WoodCargo,21-Feb-2024,2880,sawmill Musterstrasse 1 1111 Musterdorf,truck diesel,46.840642,12.941741,spruce,Bloch,1,02,5,no,no,yes,no
465,F1L465,WoodCargo,21-Feb-2024,2880,sawmill Musterstrasse 1 1111 Musterdorf,truck diesel,46.840642,12.941741,larch,Bloch,0,33,5,no,no,yes,no
466,F1L466,WoodCargo,21-Feb-2024,2880,sawmill Musterstrasse 1 1111 Musterdorf,truck diesel,46.840642,12.941741,spruce,Bloch,0,79,5,no,no,yes,no
467,F1L467,WoodCargo,21-Feb-2024,2880,sawmill Musterstrasse 1 1111 Musterdorf,truck diesel,46.840642,12.941741,fir,Bloch,0,42,5,no,no,yes,no
468,F1L468,WoodCargo,21-Feb-2024,2880,sawmill Musterstrasse 1 1111 Musterdorf,truck diesel,46.840642,12.941741,larch,Bloch,0,37,5,no,no,yes,no
469,F1L469,WoodCargo,21-Feb-2024,2880,sawmill Musterstrasse 1 1111 Musterdorf,truck diesel,46.840642,12.941741,fir,Bloch,0,45,5,no,no,yes,no
470,F1L470,WoodCargo,21-Feb-2024,2880,sawmill Musterstrasse 1 1111 Musterdorf,truck diesel,46.840642,12.941741,larch,Bloch,1,23,5,no,no,yes,no
471,F1L471,WoodCargo,21-Feb-2024,2880,sawmill Musterstrasse 1 1111 Musterdorf,truck diesel,46.840642,12.941741,larch,Bloch,1,27,5,no,no,yes,no
472,F1L472,WoodCargo,21-Feb-2024,2880,sawmill Musterstrasse 1 1111 Musterdorf,truck diesel,46.840642,12.941741,fir,Bloch,1,27,5,no,no,yes,no
473,F1L473,WoodCargo,21-Feb-2024,2880,sawmill Musterstrasse 1 1111 Musterdorf,truck diesel,46.840642,12.941741,fir,Bloch,0,5,5,no,no,yes,no
474,F1L474,WoodCargo,21-Feb-2024,2880,sawmill Musterstrasse 1 1111 Musterdorf,truck diesel,46.840642,12.941741,spruce,Bloch,0,24,5,no,no,yes,no
475,F1L475,WoodCargo,21-Feb-2024,2880,sawmill Musterstrasse 1 1111 Musterdorf,truck diesel,46.840642,12.941741,spruce,Bloch,0,9,5,no,no,yes,no
476,F1L476,WoodCargo,21-Feb-2024,2880,sawmill Musterstrasse 1 1111 Musterdorf,truck diesel,46.840642,12.941741,spruce,Bloch,0,3,5,no,no,yes,no
477,F1L477,WoodCargo,21-Feb-2024,2880,sawmill Musterstrasse 1 1111 Musterdorf,truck diesel,46.840642,12.941741,spruce,Bloch,0,33,5,no,no,yes,no
478,F1L478,WoodCargo,21-Feb-2024,2880,sawmill Musterstrasse 1 1111 Musterdorf,truck diesel,46.840642,12.941741,spruce,Bloch,1,06,5,no,no,yes,no
479,F1L479,WoodCargo,21-Feb-2024,2880,sawmill Musterstrasse 1 1111 Musterdorf,truck diesel,46.840642,12.941741,fir,Bloch,0,5,5,no,no,yes,no
480,F1L480,WoodCargo,21-Feb-2024,2880,sawmill Musterstrasse 1 1111 Musterdorf,truck diesel,46.840642,12.941741,larch,Bloch,0,56,5,no,no,yes,no
481,F1L481,WoodCargo,21-Feb-2024,2880,sawmill Musterstrasse 1 1111 Musterdorf,truck diesel,46.840642,12.941741,fir,Bloch,0,19,5,no,no,yes,no
482,F1L482,WoodCargo,21-Feb-2024,2880,sawmill Musterstrasse 1 1111 Musterdorf,truck diesel,46.840642,12.941741,larch,Bloch,0,9,5,no,no,yes,no
483,F1L483,WoodCargo,21-Feb-2024,2880,sawmill Musterstrasse 1 1111 Musterdorf,truck diesel,46.840642,12.941741,fir,Bloch,0,76,5,no,no,yes,no
484,F1L484,WoodCargo,21-Feb-2024,2880,sawmill Musterstrasse 1 1111 Musterdorf,truck diesel,46.840642,12.941741,fir,Bloch,0,19,5,no,no,yes,no
485,F1L485,WoodCargo,21-Feb-2024,2880,sawmill Musterstrasse 1 1111 Musterdorf,truck diesel,46.840642,12.941741,larch,Bloch,0,56,5,no,no,yes,no
486,F1L486,WoodCargo,21-Feb-2024,2880,sawmill Musterstrasse 1 1111 Musterdorf,truck diesel,46.840642,12.941741,fir,Bloch,0,33,5,no,no,yes,no
487,F1L487,WoodCargo,21-Feb-2024,2880,sawmill Musterstrasse 1 1111 Musterdorf,truck diesel,46.840642,12.941741,larch,Bloch,0,37,5,no,no,yes,no
488,F1L488,WoodCargo,21-Feb-2024,2880,sawmill Musterstrasse 1 1111 Musterdorf,truck diesel,46.840642,12.941741,larch,Bloch,0,59,5,no,no,yes,no
489,F1L489,WoodCargo,21-Feb-2024,2880,sawmill Musterstrasse 1 1111 Musterdorf,truck diesel,46.840642,12.941741,larch,Bloch,1,06,5,no,no,yes,no
490,F1L490,WoodCargo,21-Feb-2024,2880,sawmill Musterstrasse 1 1111 Musterdorf,truck diesel,46.840642,12.941741,larch,Bloch,0,79,5,no,no,yes,no
491,F1L491,WoodCargo,21-Feb-2024,2880,sawmill Musterstrasse 1 1111 Musterdorf,truck diesel,46.840642,12.941741,fir,Bloch,0,28,5,no,no,yes,no
492,F1L492,WoodCargo,21-Feb-2024,2880,sawmill Musterstrasse 1 1111 Musterdorf,truck diesel,46.840642,12.941741,larch,Bloch,0,69,5,no,no,yes,no
493,F1L493,WoodCargo,22-Feb-2024,83380,sawmill Musterstrasse 1 1111 Musterdorf,truck diesel,46.840642,12.941741,fir,Bloch,0,48,5,no,no,yes,no
494,F1L494,WoodCargo,22-Feb-2024,83380,sawmill Musterstrasse 1 1111 Musterdorf,truck diesel,46.840642,12.941741,spruce,Bloch,0,79,5,no,no,yes,no
495,F1L495,WoodCargo,22-Feb-2024,83380,sawmill Musterstrasse 1 1111 Musterdorf,truck diesel,46.840642,12.941741,fir,Bloch,0,62,5,no,no,yes,no
496,F1L496,WoodCargo,22-Feb-2024,83380,sawmill Musterstrasse 1 1111 Musterdorf,truck diesel,46.840642,12.941741,larch,Bloch,0,69,5,no,no,yes,no
497,F1L497,WoodCargo,22-Feb-2024,83380,sawmill Musterstrasse 1 1111 Musterdorf,truck diesel,46.840642,12.941741,larch,Bloch,0,66,5,no,no,yes,no
498,F1L498,WoodCargo,22-Feb-2024,83380,sawmill Musterstrasse 1 1111 Musterdorf,truck diesel,46.840642,12.941741,larch,Bloch,0,48,5,no,no,yes,no
499,F1L499,WoodCargo,22-Feb-2024,83380,sawmill Musterstrasse 1 1111 Musterdorf,truck diesel,46.840642,12.941741,fir,Bloch,1,71,5,no,no,yes,no
500,F1L500,WoodCargo,22-Feb-2024,83380,sawmill Musterstrasse 1 1111 Musterdorf,truck diesel,46.840642,12.941741,fir,Bloch,0,33,5,no,no,yes,no
501,F1L501,WoodCargo,22-Feb-2024,83380,sawmill Musterstrasse 1 1111 Musterdorf,truck diesel,46.840642,12.941741,spruce,Bloch,0,3,5,no,no,yes,no
502,F1L502,WoodCargo,22-Feb-2024,83380,sawmill Musterstrasse 1 1111 Musterdorf,truck diesel,46.840642,12.941741,larch,Bloch,0,86,5,no,no,yes,no
503,F1L503,WoodCargo,22-Feb-2024,83380,sawmill Musterstrasse 1 1111 Musterdorf,truck diesel,46.840642,12.941741,larch,Bloch,0,48,5,no,no,yes,no
504,F1L504,WoodCargo,22-Feb-2024,83380,sawmill Musterstrasse 1 1111 Musterdorf,truck diesel,46.840642,12.941741,larch,Bloch,1,27,5,no,no,yes,no
505,F1L505,WoodCargo,22-Feb-2024,83380,sawmill Musterstrasse 1 1111 Musterdorf,truck diesel,46.840642,12.941741,spruce,Bloch,0,42,5,no,no,yes,no
506,F1L506,WoodCargo,22-Feb-2024,83380,sawmill Musterstrasse 1 1111 Musterdorf,truck diesel,46.840642,12.941741,spruce,Bloch,0,66,5,no,no,yes,no
507,F1L507,WoodCargo,22-Feb-2024,83380,sawmill Musterstrasse 1 1111 Musterdorf,truck diesel,46.840642,12.941741,fir,Bloch,0,15,5,no,no,yes,no
508,F1L508,WoodCargo,22-Feb-2024,83380,sawmill Musterstrasse 1 1111 Musterdorf,truck diesel,46.840642,12.941741,fir,Bloch,0,94,5,no,no,yes,no
509,F1L509,WoodCargo,22-Feb-2024,83380,sawmill Musterstrasse 1 1111 Musterdorf,truck diesel,46.840642,12.941741,fir,Bloch,0,37,5,no,no,yes,no
510,F1L510,WoodCargo,22-Feb-2024,83380,sawmill Musterstrasse 1 1111 Musterdorf,truck diesel,46.840642,12.941741,fir,Bloch,0,37,5,no,no,yes,no
511,F1L511,WoodCargo,22-Feb-2024,83380,sawmill Musterstrasse 1 1111 Musterdorf,truck diesel,46.840642,12.941741,fir,Bloch,0,35,5,no,no,yes,no
512,F1L512,WoodCargo,22-Feb-2024,83380,sawmill Musterstrasse 1 1111 Musterdorf,truck diesel,46.840642,12.941741,spruce,Bloch,0,24,5,no,no,yes,no
513,F1L513,WoodCargo,22-Feb-2024,83380,sawmill Musterstrasse 1 1111 Musterdorf,truck diesel,46.840642,12.941741,fir,Bloch,0,45,5,no,no,yes,no
514,F1L514,WoodCargo,22-Feb-2024,83380,sawmill Musterstrasse 1 1111 Musterdorf,truck diesel,46.840642,12.941741,larch,Bloch,1,65,5,no,no,yes,no
515,F1L515,WoodCargo,22-Feb-2024,83380,sawmill Musterstrasse 1 1111 Musterdorf,truck diesel,46.840642,12.941741,larch,Bloch,0,48,5,no,no,yes,no
516,F1L516,WoodCargo,22-Feb-2024,83380,sawmill Musterstrasse 1 1111 Musterdorf,truck diesel,46.840642,12.941741,larch,Bloch,0,62,5,no,no,yes,no
517,F1L517,WoodCargo,22-Feb-2024,83380,sawmill Musterstrasse 1 1111 Musterdorf,truck diesel,46.840642,12.941741,fir,Bloch,0,4,5,no,no,yes,no
518,F1L518,WoodCargo,22-Feb-2024,83380,sawmill Musterstrasse 1 1111 Musterdorf,truck diesel,46.840642,12.941741,spruce,Bloch,0,69,5,no,no,yes,no
519,F1L519,WoodCargo,22-Feb-2024,83380,sawmill Musterstrasse 1 1111 Musterdorf,truck diesel,46.840642,12.941741,fir,Bloch,0,86,5,no,no,yes,no
520,F1L520,WoodCargo,22-Feb-2024,83380,sawmill Musterstrasse 1 1111 Musterdorf,truck diesel,46.840642,12.941741,spruce,Bloch,0,72,5,no,no,yes,no
521,F1L521,WoodCargo,22-Feb-2024,83380,sawmill Musterstrasse 1 1111 Musterdorf,truck diesel,46.840642,12.941741,fir,Bloch,1,1,5,no,no,yes,no
522,F1L522,WoodCargo,22-Feb-2024,83380,sawmill Musterstrasse 1 1111 Musterdorf,truck diesel,46.840642,12.941741,larch,Bloch,1,55,5,no,no,yes,no
523,F1L523,WoodCargo,22-Feb-2024,83380,sawmill Musterstrasse 1 1111 Musterdorf,truck diesel,46.840642,12.941741,fir,Bloch,0,94,5,no,no,yes,no
524,F1L524,WoodCargo,22-Feb-2024,83380,sawmill Musterstrasse 1 1111 Musterdorf,truck diesel,46.840642,12.941741,fir,Bloch,0,33,5,no,no,yes,no
525,F1L525,WoodCargo,23-Feb-2024,12400,sawmill Musterstrasse 1 1111 Musterdorf,truck diesel,46.840642,12.941741,spruce,Bloch,0,59,5,no,no,yes,no
526,F1L526,WoodCargo,23-Feb-2024,12400,sawmill Musterstrasse 1 1111 Musterdorf,truck diesel,46.840642,12.941741,fir,Bloch,1,02,5,no,no,yes,no
527,F1L527,WoodCargo,23-Feb-2024,12400,sawmill Musterstrasse 1 1111 Musterdorf,truck diesel,46.840642,12.941741,spruce,Bloch,0,62,5,no,no,yes,no
528,F1L528,WoodCargo,23-Feb-2024,12400,sawmill Musterstrasse 1 1111 Musterdorf,truck diesel,46.840642,12.941741,spruce,Bloch,0,79,5,no,no,yes,no
529,F1L529,WoodCargo,23-Feb-2024,12400,sawmill Musterstrasse 1 1111 Musterdorf,truck diesel,46.840642,12.941741,fir,Bloch,1,23,5,no,no,yes,no
530,F1L530,WoodCargo,23-Feb-2024,12400,sawmill Musterstrasse 1 1111 Musterdorf,truck diesel,46.840642,12.941741,fir,Bloch,0,53,5,no,no,yes,no
531,F1L531,WoodCargo,23-Feb-2024,12400,sawmill Musterstrasse 1 1111 Musterdorf,truck diesel,46.840642,12.941741,fir,Bloch,0,37,5,no,no,yes,no
532,F1L532,WoodCargo,23-Feb-2024,12400,sawmill Musterstrasse 1 1111 Musterdorf,truck diesel,46.840642,12.941741,larch,Bloch,0,59,5,no,no,yes,no
533,F1L533,WoodCargo,23-Feb-2024,12400,sawmill Musterstrasse 1 1111 Musterdorf,truck diesel,46.840642,12.941741,spruce,Bloch,0,69,5,no,no,yes,no
534,F1L534,WoodCargo,23-Feb-2024,12400,sawmill Musterstrasse 1 1111 Musterdorf,truck diesel,46.840642,12.941741,fir,Bloch,0,45,5,no,no,yes,no
535,F1L535,WoodCargo,23-Feb-2024,12400,sawmill Musterstrasse 1 1111 Musterdorf,truck diesel,46.840642,12.941741,larch,Bloch,1,27,5,no,no,yes,no
536,F1L536,WoodCargo,23-Feb-2024,12400,sawmill Musterstrasse 1 1111 Musterdorf,truck diesel,46.840642,12.941741,spruce,Bloch,0,72,5,no,no,yes,no
537,F1L537,WoodCargo,23-Feb-2024,12400,sawmill Musterstrasse 1 1111 Musterdorf,truck diesel,46.840642,12.941741,spruce,Bloch,0,79,5,no,no,yes,no
538,F1L538,WoodCargo,23-Feb-2024,12400,sawmill Musterstrasse 1 1111 Musterdorf,truck diesel,46.840642,12.941741,spruce,Bloch,0,62,5,no,no,yes,no
539,F1L539,WoodCargo,23-Feb-2024,12400,sawmill Musterstrasse 1 1111 Musterdorf,truck diesel,46.840642,12.941741,fir,Bloch,0,72,5,no,no,yes,no
540,F1L540,WoodCargo,23-Feb-2024,12400,sawmill Musterstrasse 1 1111 Musterdorf,truck diesel,46.840642,12.941741,larch,Bloch,0,42,5,no,no,yes,no
541,F1L541,WoodCargo,23-Feb-2024,12400,sawmill Musterstrasse 1 1111 Musterdorf,truck diesel,46.840642,12.941741,spruce,Bloch,0,86,5,no,no,yes,no
542,F1L542,WoodCargo,23-Feb-2024,12400,sawmill Musterstrasse 1 1111 Musterdorf,truck diesel,46.840642,12.941741,spruce,Bloch,0,33,5,no,no,yes,no
543,F1L543,WoodCargo,23-Feb-2024,12400,sawmill Musterstrasse 1 1111 Musterdorf,truck diesel,46.840642,12.941741,larch,Bloch,0,72,5,no,no,yes,no
544,F1L544,WoodCargo,23-Feb-2024,12400,sawmill Musterstrasse 1 1111 Musterdorf,truck diesel,46.840642,12.941741,larch,Bloch,1,81,5,no,no,yes,no
545,F1L545,WoodCargo,23-Feb-2024,12400,sawmill Musterstrasse 1 1111 Musterdorf,truck diesel,46.840642,12.941741,fir,Bloch,0,76,5,no,no,yes,no
546,F1L546,WoodCargo,23-Feb-2024,12400,sawmill Musterstrasse 1 1111 Musterdorf,truck diesel,46.840642,12.941741,fir,Bloch,0,56,5,no,no,yes,no
547,F1L547,WoodCargo,23-Feb-2024,12400,sawmill Musterstrasse 1 1111 Musterdorf,truck diesel,46.840642,12.941741,spruce,Bloch,0,83,5,no,no,yes,no
548,F1L548,WoodCargo,23-Feb-2024,12400,sawmill Musterstrasse 1 1111 Musterdorf,truck diesel,46.840642,12.941741,spruce,Bloch,1,14,5,no,no,yes,no
549,F1L549,WoodCargo,23-Feb-2024,12400,sawmill Musterstrasse 1 1111 Musterdorf,truck diesel,46.840642,12.941741,spruce,Bloch,1,18,5,no,no,yes,no
550,F1L550,WoodCargo,23-Feb-2024,12400,sawmill Musterstrasse 1 1111 Musterdorf,truck diesel,46.840642,12.941741,fir,Bloch,0,4,5,no,no,yes,no
551,F1L551,WoodCargo,23-Feb-2024,12400,sawmill Musterstrasse 1 1111 Musterdorf,truck diesel,46.840642,12.941741,larch,Bloch,0,56,5,no,no,yes,no
552,F1L552,WoodCargo,23-Feb-2024,12400,sawmill Musterstrasse 1 1111 Musterdorf,truck diesel,46.840642,12.941741,fir,Bloch,0,62,5,no,no,yes,no
553,F1L553,WoodCargo,23-Feb-2024,12400,sawmill Musterstrasse 1 1111 Musterdorf,truck diesel,46.840642,12.941741,spruce,Bloch,0,66,5,no,no,yes,no
554,F1L554,WoodCargo,23-Feb-2024,66700,sawmill Musterstrasse 1 1111 Musterdorf,truck diesel,46.840642,12.941741,fir,Bloch,0,66,5,no,no,yes,no
555,F1L555,WoodCargo,23-Feb-2024,66700,sawmill Musterstrasse 1 1111 Musterdorf,truck diesel,46.840642,12.941741,fir,Bloch,0,28,5,no,no,yes,no
556,F1L556,WoodCargo,23-Feb-2024,66700,sawmill Musterstrasse 1 1111 Musterdorf,truck diesel,46.840642,12.941741,fir,Bloch,0,83,5,no,no,yes,no
557,F1L557,WoodCargo,23-Feb-2024,66700,sawmill Musterstrasse 1 1111 Musterdorf,truck diesel,46.840642,12.941741,fir,Bloch,0,79,5,no,no,yes,no
558,F1L558,WoodCargo,23-Feb-2024,66700,sawmill Musterstrasse 1 1111 Musterdorf,truck diesel,46.840642,12.941741,spruce,Bloch,0,9,5,no,no,yes,no
559,F1L559,WoodCargo,23-Feb-2024,66700,sawmill Musterstrasse 1 1111 Musterdorf,truck diesel,46.840642,12.941741,spruce,Bloch,0,86,5,no,no,yes,no
560,F1L560,WoodCargo,23-Feb-2024,66700,sawmill Musterstrasse 1 1111 Musterdorf,truck diesel,46.840642,12.941741,spruce,Bloch,0,66,5,no,no,yes,no
561,F1L561,WoodCargo,23-Feb-2024,66700,sawmill Musterstrasse 1 1111 Musterdorf,truck diesel,46.840642,12.941741,larch,Bloch,0,59,5,no,no,yes,no
562,F1L562,WoodCargo,23-Feb-2024,66700,sawmill Musterstrasse 1 1111 Musterdorf,truck diesel,46.840642,12.941741,larch,Bloch,0,53,5,no,no,yes,no
563,F1L563,WoodCargo,23-Feb-2024,66700,sawmill Musterstrasse 1 1111 Musterdorf,truck diesel,46.840642,12.941741,spruce,Bloch,0,83,5,no,no,yes,no
564,F1L564,WoodCargo,23-Feb-2024,66700,sawmill Musterstrasse 1 1111 Musterdorf,truck diesel,46.840642,12.941741,larch,Bloch,0,2,5,no,no,yes,no
565,F1L565,WoodCargo,23-Feb-2024,66700,sawmill Musterstrasse 1 1111 Musterdorf,truck diesel,46.840642,12.941741,fir,Bloch,0,45,5,no,no,yes,no
566,F1L566,WoodCargo,23-Feb-2024,66700,sawmill Musterstrasse 1 1111 Musterdorf,truck diesel,46.840642,12.941741,fir,Bloch,0,86,5,no,no,yes,no
567,F1L567,WoodCargo,23-Feb-2024,66700,sawmill Musterstrasse 1 1111 Musterdorf,truck diesel,46.840642,12.941741,spruce,Bloch,0,45,5,no,no,yes,no
568,F1L568,WoodCargo,23-Feb-2024,66700,sawmill Musterstrasse 1 1111 Musterdorf,truck diesel,46.840642,12.941741,fir,Bloch,0,22,5,no,no,yes,no
569,F1L569,WoodCargo,23-Feb-2024,66700,sawmill Musterstrasse 1 1111 Musterdorf,truck diesel,46.840642,12.941741,fir,Bloch,0,53,5,no,no,yes,no
570,F1L570,WoodCargo,23-Feb-2024,66700,sawmill Musterstrasse 1 1111 Musterdorf,truck diesel,46.840642,12.941741,larch,Bloch,0,66,5,no,no,yes,no
571,F1L571,WoodCargo,23-Feb-2024,66700,sawmill Musterstrasse 1 1111 Musterdorf,truck diesel,46.840642,12.941741,larch,Bloch,0,94,5,no,no,yes,no
572,F1L572,WoodCargo,23-Feb-2024,66700,sawmill Musterstrasse 1 1111 Musterdorf,truck diesel,46.840642,12.941741,fir,Bloch,1,1,5,no,no,yes,no
573,F1L573,WoodCargo,23-Feb-2024,66700,sawmill Musterstrasse 1 1111 Musterdorf,truck diesel,46.840642,12.941741,fir,Wertholz,0,83,6,no,no,yes,no
574,F1L574,WoodCargo,23-Feb-2024,66700,sawmill Musterstrasse 1 1111 Musterdorf,truck diesel,46.840642,12.941741,larch,Bloch,0,26,5,no,no,yes,no
575,F1L575,WoodCargo,23-Feb-2024,66700,sawmill Musterstrasse 1 1111 Musterdorf,truck diesel,46.840642,12.941741,larch,Bloch,0,19,5,no,no,yes,no
576,F1L576,WoodCargo,23-Feb-2024,66700,sawmill Musterstrasse 1 1111 Musterdorf,truck diesel,46.840642,12.941741,spruce,Bloch,0,56,5,no,no,yes,no
577,F1L577,WoodCargo,23-Feb-2024,66700,sawmill Musterstrasse 1 1111 Musterdorf,truck diesel,46.840642,12.941741,spruce,Bloch,1,02,5,no,no,yes,no
578,F1L578,WoodCargo,23-Feb-2024,66700,sawmill Musterstrasse 1 1111 Musterdorf,truck diesel,46.840642,12.941741,fir,Bloch,0,76,5,no,no,yes,no
579,F1L579,WoodCargo,23-Feb-2024,66700,sawmill Musterstrasse 1 1111 Musterdorf,truck diesel,46.840642,12.941741,larch,Bloch,0,9,5,no,no,yes,no
580,F1L580,WoodCargo,23-Feb-2024,66700,sawmill Musterstrasse 1 1111 Musterdorf,truck diesel,46.840642,12.941741,larch,Bloch,0,72,5,no,no,yes,no
581,F1L581,WoodCargo,23-Feb-2024,66700,sawmill Musterstrasse 1 1111 Musterdorf,truck diesel,46.840642,12.941741,larch,Bloch,0,79,5,no,no,yes,no
582,F1L582,WoodCargo,23-Feb-2024,66700,sawmill Musterstrasse 1 1111 Musterdorf,truck diesel,46.840642,12.941741,fir,Bloch,0,28,5,no,no,yes,no
583,F1L583,WoodCargo,23-Feb-2024,66700,sawmill Musterstrasse 1 1111 Musterdorf,truck diesel,46.840642,12.941741,spruce,Bloch,0,83,5,no,no,yes,no
584,F1L584,WoodCargo,23-Feb-2024,66700,sawmill Musterstrasse 1 1111 Musterdorf,truck diesel,46.840642,12.941741,larch,Bloch,0,53,5,no,no,yes,no
585,F1L585,WoodCargo,23-Feb-2024,66700,sawmill Musterstrasse 1 1111 Musterdorf,truck diesel,46.840642,12.941741,spruce,Bloch,0,69,5,no,no,yes,no
586,F1L586,WoodCargo,23-Feb-2024,66700,sawmill Musterstrasse 1 1111 Musterdorf,truck diesel,46.840642,12.941741,larch,Bloch,0,26,5,no,no,yes,no
587,F1L587,WoodCargo,23-Feb-2024,66700,sawmill Musterstrasse 1 1111 Musterdorf,truck diesel,46.840642,12.941741,spruce,Bloch,0,94,5,no,no,yes,no
588,F1L588,WoodCargo,23-Feb-2024,66700,sawmill Musterstrasse 1 1111 Musterdorf,truck diesel,46.840642,12.941741,larch,Bloch,1,46,5,no,no,yes,no
589,F1L589,WoodCargo,26-Feb-2024,60350,sawmill Musterstrasse 1 1111 Musterdorf,truck diesel,46.840642,12.941741,spruce,Bloch,0,33,5,no,no,yes,no
590,F1L590,WoodCargo,26-Feb-2024,60350,sawmill Musterstrasse 1 1111 Musterdorf,truck diesel,46.840642,12.941741,fir,Bloch,0,66,5,no,no,yes,no
591,F1L591,WoodCargo,26-Feb-2024,60350,sawmill Musterstrasse 1 1111 Musterdorf,truck diesel,46.840642,12.941741,spruce,Bloch,1,27,5,no,no,yes,no
592,F1L592,WoodCargo,26-Feb-2024,60350,sawmill Musterstrasse 1 1111 Musterdorf,truck diesel,46.840642,12.941741,fir,Bloch,0,35,5,no,no,yes,no
593,F1L593,WoodCargo,26-Feb-2024,60350,sawmill Musterstrasse 1 1111 Musterdorf,truck diesel,46.840642,12.941741,fir,Bloch,0,45,5,no,no,yes,no
594,F1L594,WoodCargo,26-Feb-2024,60350,sawmill Musterstrasse 1 1111 Musterdorf,truck diesel,46.840642,12.941741,fir,Bloch,0,42,5,no,no,yes,no
595,F1L595,WoodCargo,26-Feb-2024,60350,sawmill Musterstrasse 1 1111 Musterdorf,truck diesel,46.840642,12.941741,fir,Bloch,0,48,5,no,no,yes,no
596,F1L596,WoodCargo,26-Feb-2024,60350,sawmill Musterstrasse 1 1111 Musterdorf,truck diesel,46.840642,12.941741,fir,Bloch,0,48,5,no,no,yes,no
597,F1L597,WoodCargo,26-Feb-2024,60350,sawmill Musterstrasse 1 1111 Musterdorf,truck diesel,46.840642,12.941741,spruce,Bloch,1,27,5,no,no,yes,no
598,F1L598,WoodCargo,26-Feb-2024,60350,sawmill Musterstrasse 1 1111 Musterdorf,truck diesel,46.840642,12.941741,larch,Bloch,0,53,5,no,no,yes,no
599,F1L599,WoodCargo,26-Feb-2024,60350,sawmill Musterstrasse 1 1111 Musterdorf,truck diesel,46.840642,12.941741,spruce,Bloch,0,83,5,no,no,yes,no
600,F1L600,WoodCargo,26-Feb-2024,60350,sawmill Musterstrasse 1 1111 Musterdorf,truck diesel,46.840642,12.941741,spruce,Bloch,0,26,5,no,no,yes,no
601,F1L601,WoodCargo,26-Feb-2024,60350,sawmill Musterstrasse 1 1111 Musterdorf,truck diesel,46.840642,12.941741,spruce,Bloch,0,98,5,no,no,yes,no
602,F1L602,WoodCargo,26-Feb-2024,60350,sawmill Musterstrasse 1 1111 Musterdorf,truck diesel,46.840642,12.941741,spruce,Bloch,0,9,5,no,no,yes,no
603,F1L603,WoodCargo,26-Feb-2024,60350,sawmill Musterstrasse 1 1111 Musterdorf,truck diesel,46.840642,12.941741,fir,Bloch,0,5,5,no,no,yes,no
604,F1L604,WoodCargo,26-Feb-2024,60350,sawmill Musterstrasse 1 1111 Musterdorf,truck diesel,46.840642,12.941741,larch,Bloch,0,69,5,no,no,yes,no
605,F1L605,WoodCargo,26-Feb-2024,60350,sawmill Musterstrasse 1 1111 Musterdorf,truck diesel,46.840642,12.941741,fir,Bloch,1,36,5,no,no,yes,no
606,F1L606,WoodCargo,26-Feb-2024,60350,sawmill Musterstrasse 1 1111 Musterdorf,truck diesel,46.840642,12.941741,fir,Bloch,1,1,5,no,no,yes,no
607,F1L607,WoodCargo,26-Feb-2024,60350,sawmill Musterstrasse 1 1111 Musterdorf,truck diesel,46.840642,12.941741,fir,Bloch,0,42,5,no,no,yes,no
608,F1L608,WoodCargo,26-Feb-2024,60350,sawmill Musterstrasse 1 1111 Musterdorf,truck diesel,46.840642,12.941741,fir,Bloch,0,4,5,no,no,yes,no
